Customer,Contract ,Item Code,Item Name,Unit of Measure (UoM),Rate,Item Description,Xero Account

Lend Lease,Lend Lease - ODM,CI-05-01-02/01-01,Removal and disposal of cable in local aerial Network,Per Span," $	170.29 ",Removal and disposal of cable in local aerial Network,45403

Lend Lease,Lend Lease - ODM,CI-05-01-03/01-01,Removal and disposal of catenary wire in aerial Network,Per Span," $	152.12 ",Removal and disposal of catenary wire in aerial Network,45403

Lend Lease,Lend Lease - ODM,CI-05-01-04/01-01,Removal and disposal of cable in distribution underground Network,Per metre," $	1.06 ",Removal and disposal of cable in distribution underground Network,45403

Lend Lease,Lend Lease - ODM,CI-05-01-05/01-01,Removal and disposal of cable in local underground Network,Per metre," $	0.88 ",Removal and disposal of cable in local underground Network,45403

Lend Lease,Lend Lease - ODM,CI-05-01-06/01-01,Removal and disposal of cable in buildings,Per metre," $	1.48 ",Removal and disposal of cable in buildings,45403

Lend Lease,Lend Lease - ODM,CI-05-01-10/01-01,Removal and disposal of aerial lead in cables,Per lead in," $	51.68 ",Removal and disposal of aerial lead in cables,45403

Lend Lease,Lend Lease - ODM,CI-05-01-11/01-01,Relocation of aerial lead in cables,Per lead in," $	209.28 ",Relocation of aerial lead in cables,45403

Lend Lease,Lend Lease - ODM,CI-05-01-12/01-01,Disconnect and re-connect of aerial lead in cables,Per lead in," $	188.35 ",Disconnect and re-connect of aerial lead in cables,45403

Lend Lease,Lend Lease - ODM,CI-05-01-15/01-01,Removal and disposal of underground lead in cables,Per lead in," $	12.92 ",Removal and disposal of underground lead in cables,45403

Lend Lease,Lend Lease - ODM,CP-01-01-01/01-01,Installation of a new 900 type CCU,Per new 900 type CCU," $	658.45 ",Installation of a new 900 type CCU,45403

Lend Lease,Lend Lease - ODM,CP-01-01-02/01-01,Installation of a new 1800 type CCU,Per new 1800 type CCU," $	658.45 ",Installation of a new 1800 type CCU,45403

Lend Lease,Lend Lease - ODM,CP-01-01-03/01-01,"Installation of 10 cable pair bundles between two copper cable insulation displacement modules (Connection Modules), including the termination of the bundle on each Connection Module",Per 10 cable pair bundle," $	35.94 ","Installation of 10 cable pair bundles between two copper cable insulation displacement modules (Connection Modules), including the termination of the bundle on each Connection Module",45403

Lend Lease,Lend Lease - ODM,CP-01-01-04/01-01,Cutting over existing services from an existing Connection Module to a new Connection Module,Per 10 cable pairs," $	100.91 ",Cutting over existing services from an existing Connection Module to a new Connection Module,45403

Lend Lease,Lend Lease - ODM,CP-01-02-01/01-01,Upgrading of an existing CCU from 900 type to 1800 type,Per CCU required to be upgraded from 900 type to 1800 type," $	167.94 ",Upgrading of an existing CCU from 900 type to 1800 type,45403

Lend Lease,Lend Lease - ODM,CP-01-02-02/01-01,Augmentation of an existing 900 type CCU (Pillar Expansion Option 1),Per Expansion CCU," $	599.19 ",Augmentation of an existing 900 type CCU (Pillar Expansion Option 1),45403

Lend Lease,Lend Lease - ODM,CP-01-02-03/01-01,Augmentation of an existing 900 type CCU (Pillar Expansion Option 2),Per Expansion CCU," $	1449.82 ",Augmentation of an existing 900 type CCU (Pillar Expansion Option 2),45403

Lend Lease,Lend Lease - ODM,CP-01-03-01/01-01,Removal and disposal of an existing CCU,Per existing CCU," $	203.68 ",Removal and disposal of an existing CCU,45403

Lend Lease,Lend Lease - ODM,CP-01-04-01/01-01,Replacement of Pillar Lid Lock or Pillar Cap,Per existing CCU," $	45.06 ",Replacement of Pillar Lid Lock or Pillar Cap,45403

Lend Lease,Lend Lease - ODM,CP-01-04-02/01-01,Installation of 2-piece Pillar Base Repair Kit,Per existing CCU," $	77.67 ",Installation of 2-piece Pillar Base Repair Kit,45403

Lend Lease,Lend Lease - ODM,CP-01-04-03/01-01,Replace Cover Lightweight (1800 Type),Per existing CCU," $	42.60 ",Replace Cover Lightweight (1800 Type),45403

Lend Lease,Lend Lease - ODM,CP-01-04-04/01-01,"Replacement of copper cable insulation displacement connection module (Connection Module) and termination of cable",Per existing module," $	58.31 ","Replacement of copper cable insulation displacement connection module (Connection Module) and termination of cable",45403

Lend Lease,Lend Lease - ODM,CP-02-01-01/01-01,Installation of a new Distribution extra large copper joint,Per new Distribution extra large copper joint," $	1065.05 ",Installation of a new Distribution extra large copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-01-02/01-01,Installation of a new Distribution large copper joint,Per new Distribution large copper joint," $	401.44 ",Installation of a new Distribution large copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-01-03/01-01,Installation of a new Distribution small copper joint,Per new Distribution small copper joint," $	292.37 ",Installation of a new Distribution small copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-01-04/01-01,Installation of a new Main Cable small copper joint,Per new Main Cable small copper joint," $	751.75 ",Installation of a new Main Cable small copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-01-05/01-01,Installation of a new Main Cable medium copper joint,Per new Main Cable medium Copper joint," $	1207.12 ",Installation of a new Main Cable medium copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-01-06/01-01,Installation of a new Main Cable large copper joint enclosure,Per new Main Cable large Copper joint enclosure," $	2210.72 ",Installation of a new Main Cable large copper joint enclosure,45403

Lend Lease,Lend Lease - ODM,CP-02-01-07/01-01,Installation of a new Main Cable extra large copper joint enclosure,Per new Main Cable extra large Copper joint enclosure," $	4051.12 ",Installation of a new Main Cable extra large copper joint enclosure,45403

Lend Lease,Lend Lease - ODM,CP-02-01-08/01-01,Installation of a new aerial large copper joint,Per new Distribution large copper joint," $	692.75 ",Installation of a new aerial large copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-01-09/01-01,Installation of a new aerial small copper joint,Per new Distribution small copper joint," $	470.35 ",Installation of a new aerial small copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-02-01/01-01,Rehabilitate existing Distribution extra large or large openable copper joint,Per large openable copper joint," $	270.59 ",Rehabilitate existing Distribution extra large or large openable copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-02-02/01-01,Rehabilitate existing Distribution medium or small openable copper joint,Per small openable copper joint," $	169.08 ",Rehabilitate existing Distribution medium or small openable copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-02-03/01-01,Replacement of existing Distribution in-line copper joint with a new in-line large copper joint,Per existing copper joint replaced," $	665.66 ",Replacement of existing Distribution in-line copper joint with a new in-line large copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-02-04/01-01,Replacement of existing Distribution in-line copper joint with a new in-line small copper joint,Per existing copper joint replaced," $	412.10 ",Replacement of existing Distribution in-line copper joint with a new in-line small copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-02-05/01-01,Cutting over existing services from an existing copper joint to a new large copper joint,Per existing copper joint replaced," $	564.64 ",Cutting over existing services from an existing copper joint to a new large copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-02-06/01-01,Cutting over existing services from an existing copper joint to a new small copper joint,Per existing copper joint replaced," $	316.31 ",Cutting over existing services from an existing copper joint to a new small copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-02-07/01-01,Rehabilitate existing aerial extra large or large copper joint,Per existing copper joint replaced," $	465.93 ",Rehabilitate existing aerial extra large or large copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-02-08/01-01,Rehabilitate existing aerial medium or small copper joint,Per existing copper joint replaced," $	385.00 ",Rehabilitate existing aerial medium or small copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-02-09/01-01,Rehabilitate existing elevated copper joint,Per existing copper joint replaced," $	241.42 ",Rehabilitate existing elevated copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-02-10/01-01,Rehabilitate existing small Distribution in-line copper joint,Per small in-line copper joint," $	388.74 ",Rehabilitate existing small Distribution in-line copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-02-15/01-01,Rehabilitate existing extra large or large Distribution in-line copper joint,Per existing copper joint," $	431.93 ",Rehabilitate existing extra large or large Distribution in-line copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-02-16/01-01,Rehabilitate existing medium Distribution in-line copper joint,Per existing copper joint," $	431.93 ",Rehabilitate existing medium Distribution in-line copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-02-20/01-01,Joint a working cable pair into an existing joint up to and including a 10 pair cable,Per existing copper joint," $	191.49 ",Joint a working cable pair into an existing joint up to and including a 10 pair cable,45403

Lend Lease,Lend Lease - ODM,CP-02-02-21/01-01,Joint a working cable pair into an existing joint above a 10 pair cable and up to and including a 50 pair cable,Per existing copper joint," $	294.94 ",Joint a working cable pair into an existing joint above a 10 pair cable and up to and including a 50 pair cable,45403

Lend Lease,Lend Lease - ODM,CP-02-02-22/01-01,Joint a working cable pair into an existing joint above a 50 pair cable and up to and including a 100 pair cable,Per existing copper joint," $	335.69 ",Joint a working cable pair into an existing joint above a 50 pair cable and up to and including a 100 pair cable,45403

Lend Lease,Lend Lease - ODM,CP-02-02-23/01-01,Joint a working cable pair into an existing joint above 100 pair cable,Per existing copper joint," $	1855.84 ",Joint a working cable pair into an existing joint above 100 pair cable,45403

Lend Lease,Lend Lease - ODM,CP-02-02-24/01-01,Insert a 2 pair cable into an existing joint and joint to existing cable,Per 2 pair cable," $	40.96 ",Insert a 2 pair cable into an existing joint and joint to existing cable,45403

Lend Lease,Lend Lease - ODM,CP-02-02-25/01-01,"Insert a cable including a 10 pair and up to an including a 100 pair into an existing joint and joint to existing cable",Per Cable inserted," $	437.56 ","Insert a cable including a 10 pair and up to an including a 100 pair into an existing joint and joint to existing cable",45403

Lend Lease,Lend Lease - ODM,CP-02-02-26/01-01,Locate and rectify a fault in a copper pair,Per Copper Cable," $	170.31 ",Locate and rectify a fault in a copper pair,45403

Lend Lease,Lend Lease - ODM,CP-02-03-01/01-01,Removal of existing copper joint,Per existing copper joint," $	43.12 ",Removal of existing copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-03-02/01-01,Removal of existing aerial copper joint,Per existing copper joint," $	96.55 ",Removal of existing aerial copper joint,45403

Lend Lease,Lend Lease - ODM,CP-02-03-03/01-01,Remove a existing elevated joint,Per existing copper joint," $	84.65 ",Remove a existing elevated joint,45403

